Indicators,Period,State,Gender,Age ,Data Source,Program Area,Values
Prevalence of children with diarrhoea,2008,Oyo,All,All,IHME,RMNCH+N,106
Prevalence of children with diarrhoea,2009,Oyo,All,All,IHME,RMNCH+N,239
Prevalence of children with diarrhoea,2010,Oyo,All,All,IHME,RMNCH+N,123
Prevalence of children with diarrhoea,2011,Oyo,All,All,IHME,RMNCH+N,204
Prevalence of children with diarrhoea,2012,Oyo,All,All,IHME,RMNCH+N,175
Prevalence of children with diarrhoea,2013,Oyo,All,All,IHME,RMNCH+N,176
Prevalence of children with diarrhoea,2014,Oyo,All,All,IHME,RMNCH+N,78
Prevalence of children with diarrhoea,2015,Oyo,All,All,IHME,RMNCH+N,171
Prevalence of children with diarrhoea,2000,Plateau,All,All,IHME,RMNCH+N,84
Prevalence of children with diarrhoea,2001,Plateau,All,All,IHME,RMNCH+N,224
Prevalence of children with diarrhoea,2002,Plateau,All,All,IHME,RMNCH+N,136
Prevalence of children with diarrhoea,2003,Plateau,All,All,IHME,RMNCH+N,30
Prevalence of children with diarrhoea,2004,Plateau,All,All,IHME,RMNCH+N,116
Prevalence of children with diarrhoea,2005,Plateau,All,All,IHME,RMNCH+N,146
Prevalence of children with diarrhoea,2006,Plateau,All,All,IHME,RMNCH+N,18
Prevalence of children with diarrhoea,2007,Plateau,All,All,IHME,RMNCH+N,34
Prevalence of children with diarrhoea,2008,Plateau,All,All,IHME,RMNCH+N,109
Prevalence of children with diarrhoea,2009,Plateau,All,All,IHME,RMNCH+N,20
Prevalence of children with diarrhoea,2010,Plateau,All,All,IHME,RMNCH+N,15
Prevalence of children with diarrhoea,2011,Plateau,All,All,IHME,RMNCH+N,176
Prevalence of children with diarrhoea,2012,Plateau,All,All,IHME,RMNCH+N,159
Prevalence of children with diarrhoea,2013,Plateau,All,All,IHME,RMNCH+N,237
Prevalence of children with diarrhoea,2014,Plateau,All,All,IHME,RMNCH+N,138
Prevalence of children with diarrhoea,2015,Plateau,All,All,IHME,RMNCH+N,13
Prevalence of children with diarrhoea,2000,Rivers,All,All,IHME,RMNCH+N,218
Prevalence of children with diarrhoea,2001,Rivers,All,All,IHME,RMNCH+N,212
Prevalence of children with diarrhoea,2002,Rivers,All,All,IHME,RMNCH+N,192
Prevalence of children with diarrhoea,2003,Rivers,All,All,IHME,RMNCH+N,134
Prevalence of children with diarrhoea,2004,Rivers,All,All,IHME,RMNCH+N,90
Prevalence of children with diarrhoea,2005,Rivers,All,All,IHME,RMNCH+N,42
Prevalence of children with diarrhoea,2006,Rivers,All,All,IHME,RMNCH+N,157
Prevalence of children with diarrhoea,2007,Rivers,All,All,IHME,RMNCH+N,214
Prevalence of children with diarrhoea,2008,Rivers,All,All,IHME,RMNCH+N,72
Prevalence of children with diarrhoea,2009,Rivers,All,All,IHME,RMNCH+N,247
Prevalence of children with diarrhoea,2010,Rivers,All,All,IHME,RMNCH+N,61
Prevalence of children with diarrhoea,2011,Rivers,All,All,IHME,RMNCH+N,151
Prevalence of children with diarrhoea,2012,Rivers,All,All,IHME,RMNCH+N,102
Prevalence of children with diarrhoea,2013,Rivers,All,All,IHME,RMNCH+N,90
Prevalence of children with diarrhoea,2014,Rivers,All,All,IHME,RMNCH+N,82
Prevalence of children with diarrhoea,2015,Rivers,All,All,IHME,RMNCH+N,70
Prevalence of children with diarrhoea,2000,Sokoto,All,All,IHME,RMNCH+N,66
Prevalence of children with diarrhoea,2001,Sokoto,All,All,IHME,RMNCH+N,29
Prevalence of children with diarrhoea,2002,Sokoto,All,All,IHME,RMNCH+N,85
Prevalence of children with diarrhoea,2003,Sokoto,All,All,IHME,RMNCH+N,245
Prevalence of children with diarrhoea,2004,Sokoto,All,All,IHME,RMNCH+N,204
Prevalence of children with diarrhoea,2005,Sokoto,All,All,IHME,RMNCH+N,114
Prevalence of children with diarrhoea,2006,Sokoto,All,All,IHME,RMNCH+N,113
Prevalence of children with diarrhoea,2007,Sokoto,All,All,IHME,RMNCH+N,146
Prevalence of children with diarrhoea,2008,Sokoto,All,All,IHME,RMNCH+N,91
Prevalence of children with diarrhoea,2009,Sokoto,All,All,IHME,RMNCH+N,108
Prevalence of children with diarrhoea,2010,Sokoto,All,All,IHME,RMNCH+N,218
Prevalence of children with diarrhoea,2011,Sokoto,All,All,IHME,RMNCH+N,76
Prevalence of children with diarrhoea,2012,Sokoto,All,All,IHME,RMNCH+N,203
Prevalence of children with diarrhoea,2013,Sokoto,All,All,IHME,RMNCH+N,41
Prevalence of children with diarrhoea,2014,Sokoto,All,All,IHME,RMNCH+N,191
Prevalence of children with diarrhoea,2015,Sokoto,All,All,IHME,RMNCH+N,220
Prevalence of children with diarrhoea,2000,Taraba,All,All,IHME,RMNCH+N,53
Prevalence of children with diarrhoea,2001,Taraba,All,All,IHME,RMNCH+N,106
Prevalence of children with diarrhoea,2002,Taraba,All,All,IHME,RMNCH+N,29
Prevalence of children with diarrhoea,2003,Taraba,All,All,IHME,RMNCH+N,243
Prevalence of children with diarrhoea,2004,Taraba,All,All,IHME,RMNCH+N,182
Prevalence of children with diarrhoea,2005,Taraba,All,All,IHME,RMNCH+N,129
Prevalence of children with diarrhoea,2006,Taraba,All,All,IHME,RMNCH+N,146
Prevalence of children with diarrhoea,2007,Taraba,All,All,IHME,RMNCH+N,161
Prevalence of children with diarrhoea,2008,Taraba,All,All,IHME,RMNCH+N,69
Prevalence of children with diarrhoea,2009,Taraba,All,All,IHME,RMNCH+N,179
Prevalence of children with diarrhoea,2010,Taraba,All,All,IHME,RMNCH+N,214
Prevalence of children with diarrhoea,2011,Taraba,All,All,IHME,RMNCH+N,120
Prevalence of children with diarrhoea,2012,Taraba,All,All,IHME,RMNCH+N,22
Prevalence of children with diarrhoea,2013,Taraba,All,All,IHME,RMNCH+N,144
Prevalence of children with diarrhoea,2014,Taraba,All,All,IHME,RMNCH+N,26
Prevalence of children with diarrhoea,2015,Taraba,All,All,IHME,RMNCH+N,81
Prevalence of children with diarrhoea,2000,Yobe,All,All,IHME,RMNCH+N,229
Prevalence of children with diarrhoea,2001,Yobe,All,All,IHME,RMNCH+N,237
Prevalence of children with diarrhoea,2002,Yobe,All,All,IHME,RMNCH+N,161
Prevalence of children with diarrhoea,2003,Yobe,All,All,IHME,RMNCH+N,160
Prevalence of children with diarrhoea,2004,Yobe,All,All,IHME,RMNCH+N,182
Prevalence of children with diarrhoea,2005,Yobe,All,All,IHME,RMNCH+N,154
Prevalence of children with diarrhoea,2006,Yobe,All,All,IHME,RMNCH+N,31
Prevalence of children with diarrhoea,2007,Yobe,All,All,IHME,RMNCH+N,107
Prevalence of children with diarrhoea,2008,Yobe,All,All,IHME,RMNCH+N,138
Prevalence of children with diarrhoea,2009,Yobe,All,All,IHME,RMNCH+N,143
Prevalence of children with diarrhoea,2010,Yobe,All,All,IHME,RMNCH+N,36
Prevalence of children with diarrhoea,2011,Yobe,All,All,IHME,RMNCH+N,37
Prevalence of children with diarrhoea,2012,Yobe,All,All,IHME,RMNCH+N,247
Prevalence of children with diarrhoea,2013,Yobe,All,All,IHME,RMNCH+N,48
Prevalence of children with diarrhoea,2014,Yobe,All,All,IHME,RMNCH+N,199
Prevalence of children with diarrhoea,2015,Yobe,All,All,IHME,RMNCH+N,226
Prevalence of children with diarrhoea,2000,Zamfara,All,All,IHME,RMNCH+N,177
Prevalence of children with diarrhoea,2001,Zamfara,All,All,IHME,RMNCH+N,74
Prevalence of children with diarrhoea,2002,Zamfara,All,All,IHME,RMNCH+N,22
Prevalence of children with diarrhoea,2003,Zamfara,All,All,IHME,RMNCH+N,198
Prevalence of children with diarrhoea,2004,Zamfara,All,All,IHME,RMNCH+N,208
Prevalence of children with diarrhoea,2005,Zamfara,All,All,IHME,RMNCH+N,248
Prevalence of children with diarrhoea,2006,Zamfara,All,All,IHME,RMNCH+N,136
Prevalence of children with diarrhoea,2007,Zamfara,All,All,IHME,RMNCH+N,211
Prevalence of children with diarrhoea,2008,Zamfara,All,All,IHME,RMNCH+N,219
Prevalence of children with diarrhoea,2009,Zamfara,All,All,IHME,RMNCH+N,50
Prevalence of children with diarrhoea,2010,Zamfara,All,All,IHME,RMNCH+N,233
Prevalence of children with diarrhoea,2011,Zamfara,All,All,IHME,RMNCH+N,236
Prevalence of children with diarrhoea,2012,Zamfara,All,All,IHME,RMNCH+N,150
Prevalence of children with diarrhoea,2013,Zamfara,All,All,IHME,RMNCH+N,121
Prevalence of children with diarrhoea,2014,Zamfara,All,All,IHME,RMNCH+N,16
Prevalence of children with diarrhoea,2015,Zamfara,All,All,IHME,RMNCH+N,174
Skilled attendance at delivery or birth,2011,Abia,All,All,MICS,RMNCH+N,58
Skilled attendance at delivery or birth,2011,Adamawa,All,All,MICS,RMNCH+N,99
Skilled attendance at delivery or birth,2011,Akwa Ibom,All,All,MICS,RMNCH+N,78
Skilled attendance at delivery or birth,2011,Anambra,All,All,MICS,RMNCH+N,97
Skilled attendance at delivery or birth,2011,Bauchi,All,All,MICS,RMNCH+N,79
Skilled attendance at delivery or birth,2011,Bayelsa,All,All,MICS,RMNCH+N,42
Skilled attendance at delivery or birth,2011,Benue,All,All,MICS,RMNCH+N,118
Skilled attendance at delivery or birth,2011,Borno,All,All,MICS,RMNCH+N,213
Skilled attendance at delivery or birth,2011,Cross River,All,All,MICS,RMNCH+N,39
Skilled attendance at delivery or birth,2011,Delta,All,All,MICS,RMNCH+N,185
Skilled attendance at delivery or birth,2011,Ebonyi,All,All,MICS,RMNCH+N,235
Skilled attendance at delivery or birth,2011,Edo,All,All,MICS,RMNCH+N,69
Skilled attendance at delivery or birth,2011,Ekiti,All,All,MICS,RMNCH+N,223
Skilled attendance at delivery or birth,2011,Enugu,All,All,MICS,RMNCH+N,130
Skilled attendance at delivery or birth,2011,FCT,All,All,MICS,RMNCH+N,29
Skilled attendance at delivery or birth,2011,Gombe,All,All,MICS,RMNCH+N,35
Skilled attendance at delivery or birth,2011,Imo,All,All,MICS,RMNCH+N,242
Skilled attendance at delivery or birth,2011,Jigawa,All,All,MICS,RMNCH+N,52
Skilled attendance at delivery or birth,2011,Kaduna,All,All,MICS,RMNCH+N,112
Skilled attendance at delivery or birth,2011,Kano,All,All,MICS,RMNCH+N,124
Skilled attendance at delivery or birth,2011,Katsina,All,All,MICS,RMNCH+N,77
Skilled attendance at delivery or birth,2011,Kebbi,All,All,MICS,RMNCH+N,36
Skilled attendance at delivery or birth,2011,Kogi,All,All,MICS,RMNCH+N,176
Skilled attendance at delivery or birth,2011,Kwara,All,All,MICS,RMNCH+N,53
Skilled attendance at delivery or birth,2011,Lagos,All,All,MICS,RMNCH+N,221
Skilled attendance at delivery or birth,2011,Nasarawa,All,All,MICS,RMNCH+N,139
Skilled attendance at delivery or birth,2011,Niger,All,All,MICS,RMNCH+N,97
Skilled attendance at delivery or birth,2011,Ogun,All,All,MICS,RMNCH+N,235
Skilled attendance at delivery or birth,2011,Ondo,All,All,MICS,RMNCH+N,14
Skilled attendance at delivery or birth,2011,Osun,All,All,MICS,RMNCH+N,164
Skilled attendance at delivery or birth,2011,Oyo,All,All,MICS,RMNCH+N,213
Skilled attendance at delivery or birth,2011,Plateau,All,All,MICS,RMNCH+N,138
Skilled attendance at delivery or birth,2011,Rivers,All,All,MICS,RMNCH+N,150
Skilled attendance at delivery or birth,2011,Sokoto,All,All,MICS,RMNCH+N,244
Skilled attendance at delivery or birth,2011,Taraba,All,All,MICS,RMNCH+N,140
Skilled attendance at delivery or birth,2011,Yobe,All,All,MICS,RMNCH+N,203
Skilled attendance at delivery or birth,2011,Zamfara,All,All,MICS,RMNCH+N,219
Skilled attendance at delivery or birth,2016,Abia,All,All,MICS,RMNCH+N,137
Skilled attendance at delivery or birth,2016,Adamawa,All,All,MICS,RMNCH+N,162
Skilled attendance at delivery or birth,2016,Akwa Ibom,All,All,MICS,RMNCH+N,43
Skilled attendance at delivery or birth,2016,Anambra,All,All,MICS,RMNCH+N,226
Skilled attendance at delivery or birth,2016,Bauchi,All,All,MICS,RMNCH+N,98
Skilled attendance at delivery or birth,2016,Bayelsa,All,All,MICS,RMNCH+N,13
Skilled attendance at delivery or birth,2016,Benue,All,All,MICS,RMNCH+N,233
Skilled attendance at delivery or birth,2016,Borno,All,All,MICS,RMNCH+N,194
Skilled attendance at delivery or birth,2016,Cross River,All,All,MICS,RMNCH+N,76
Skilled attendance at delivery or birth,2016,Delta,All,All,MICS,RMNCH+N,164
Skilled attendance at delivery or birth,2016,Ebonyi,All,All,MICS,RMNCH+N,221
Skilled attendance at delivery or birth,2016,Edo,All,All,MICS,RMNCH+N,16
Skilled attendance at delivery or birth,2016,Ekiti,All,All,MICS,RMNCH+N,86
Skilled attendance at delivery or birth,2016,Enugu,All,All,MICS,RMNCH+N,118
Skilled attendance at delivery or birth,2016,FCT,All,All,MICS,RMNCH+N,199
Skilled attendance at delivery or birth,2016,Gombe,All,All,MICS,RMNCH+N,200
Skilled attendance at delivery or birth,2016,Imo,All,All,MICS,RMNCH+N,148
Skilled attendance at delivery or birth,2016,Jigawa,All,All,MICS,RMNCH+N,48
Skilled attendance at delivery or birth,2016,Kaduna,All,All,MICS,RMNCH+N,177
Skilled attendance at delivery or birth,2016,Kano,All,All,MICS,RMNCH+N,243
Skilled attendance at delivery or birth,2016,Katsina,All,All,MICS,RMNCH+N,140
Skilled attendance at delivery or birth,2016,Kebbi,All,All,MICS,RMNCH+N,131
Skilled attendance at delivery or birth,2016,Kogi,All,All,MICS,RMNCH+N,171
Skilled attendance at delivery or birth,2016,Kwara,All,All,MICS,RMNCH+N,51
Skilled attendance at delivery or birth,2016,Lagos,All,All,MICS,RMNCH+N,206
Skilled attendance at delivery or birth,2016,Nasarawa,All,All,MICS,RMNCH+N,223
Skilled attendance at delivery or birth,2016,Niger,All,All,MICS,RMNCH+N,205
Skilled attendance at delivery or birth,2016,Ogun,All,All,MICS,RMNCH+N,173
Skilled attendance at delivery or birth,2016,Ondo,All,All,MICS,RMNCH+N,222
Skilled attendance at delivery or birth,2016,Osun,All,All,MICS,RMNCH+N,10
Skilled attendance at delivery or birth,2016,Oyo,All,All,MICS,RMNCH+N,18
Skilled attendance at delivery or birth,2016,Plateau,All,All,MICS,RMNCH+N,134
Skilled attendance at delivery or birth,2016,Rivers,All,All,MICS,RMNCH+N,160
Skilled attendance at delivery or birth,2016,Sokoto,All,All,MICS,RMNCH+N,175
Skilled attendance at delivery or birth,2016,Taraba,All,All,MICS,RMNCH+N,128
Skilled attendance at delivery or birth,2016,Yobe,All,All,MICS,RMNCH+N,180
Skilled attendance at delivery or birth,2016,Zamfara,All,All,MICS,RMNCH+N,55
Skilled attendance at delivery or birth,2016,National,All,All,MICS,RMNCH+N,57
Underweight prevalence among under 5 children,2011,Abia,All,All,MICS,RMNCH+N,45
Underweight prevalence among under 5 children,2011,Adamawa,All,All,MICS,RMNCH+N,180
Underweight prevalence among under 5 children,2011,Akwa Ibom,All,All,MICS,RMNCH+N,138
Underweight prevalence among under 5 children,2011,Anambra,All,All,MICS,RMNCH+N,39
Underweight prevalence among under 5 children,2011,Bauchi,All,All,MICS,RMNCH+N,60
Underweight prevalence among under 5 children,2011,Bayelsa,All,All,MICS,RMNCH+N,137
Underweight prevalence among under 5 children,2011,Benue,All,All,MICS,RMNCH+N,195
Underweight prevalence among under 5 children,2011,Borno,All,All,MICS,RMNCH+N,94
Underweight prevalence among under 5 children,2011,Cross River,All,All,MICS,RMNCH+N,141
Underweight prevalence among under 5 children,2011,Delta,All,All,MICS,RMNCH+N,50
Underweight prevalence among under 5 children,2011,Ebonyi,All,All,MICS,RMNCH+N,229
Underweight prevalence among under 5 children,2011,Edo,All,All,MICS,RMNCH+N,207
Underweight prevalence among under 5 children,2011,Ekiti,All,All,MICS,RMNCH+N,75
Underweight prevalence among under 5 children,2011,Enugu,All,All,MICS,RMNCH+N,196
Underweight prevalence among under 5 children,2011,FCT,All,All,MICS,RMNCH+N,64
Underweight prevalence among under 5 children,2011,Gombe,All,All,MICS,RMNCH+N,112
Underweight prevalence among under 5 children,2011,Imo,All,All,MICS,RMNCH+N,222
Underweight prevalence among under 5 children,2011,Jigawa,All,All,MICS,RMNCH+N,130
Underweight prevalence among under 5 children,2011,Kaduna,All,All,MICS,RMNCH+N,186
Underweight prevalence among under 5 children,2011,Kano,All,All,MICS,RMNCH+N,232
Underweight prevalence among under 5 children,2011,Katsina,All,All,MICS,RMNCH+N,47
Underweight prevalence among under 5 children,2011,Kebbi,All,All,MICS,RMNCH+N,18
Underweight prevalence among under 5 children,2011,Kogi,All,All,MICS,RMNCH+N,200
Underweight prevalence among under 5 children,2011,Kwara,All,All,MICS,RMNCH+N,177
Underweight prevalence among under 5 children,2011,Lagos,All,All,MICS,RMNCH+N,47
Underweight prevalence among under 5 children,2011,Nasarawa,All,All,MICS,RMNCH+N,167
Underweight prevalence among under 5 children,2011,Niger,All,All,MICS,RMNCH+N,210
Underweight prevalence among under 5 children,2011,Ogun,All,All,MICS,RMNCH+N,40
Underweight prevalence among under 5 children,2011,Ondo,All,All,MICS,RMNCH+N,51
Underweight prevalence among under 5 children,2011,Osun,All,All,MICS,RMNCH+N,15
Underweight prevalence among under 5 children,2011,Oyo,All,All,MICS,RMNCH+N,142
Underweight prevalence among under 5 children,2011,Plateau,All,All,MICS,RMNCH+N,112
Underweight prevalence among under 5 children,2011,Rivers,All,All,MICS,RMNCH+N,126
Underweight prevalence among under 5 children,2011,Sokoto,All,All,MICS,RMNCH+N,32
Underweight prevalence among under 5 children,2011,Taraba,All,All,MICS,RMNCH+N,191
Underweight prevalence among under 5 children,2011,Yobe,All,All,MICS,RMNCH+N,45
Underweight prevalence among under 5 children,2011,Zamfara,All,All,MICS,RMNCH+N,49
Underweight prevalence among under 5 children,2011,National,All,All,MICS,RMNCH+N,52
Underweight prevalence among under 5 children,2016,Abia,All,All,MICS,RMNCH+N,50
Underweight prevalence among under 5 children,2016,Adamawa,All,All,MICS,RMNCH+N,22
Underweight prevalence among under 5 children,2016,Akwa Ibom,All,All,MICS,RMNCH+N,203
Underweight prevalence among under 5 children,2016,Anambra,All,All,MICS,RMNCH+N,174
Underweight prevalence among under 5 children,2016,Bauchi,All,All,MICS,RMNCH+N,77
Underweight prevalence among under 5 children,2016,Bayelsa,All,All,MICS,RMNCH+N,133
Underweight prevalence among under 5 children,2016,Benue,All,All,MICS,RMNCH+N,111
Underweight prevalence among under 5 children,2016,Borno,All,All,MICS,RMNCH+N,26
Underweight prevalence among under 5 children,2016,Cross River,All,All,MICS,RMNCH+N,233
Underweight prevalence among under 5 children,2016,Delta,All,All,MICS,RMNCH+N,129
Underweight prevalence among under 5 children,2016,Ebonyi,All,All,MICS,RMNCH+N,66
Underweight prevalence among under 5 children,2016,Edo,All,All,MICS,RMNCH+N,72
Underweight prevalence among under 5 children,2016,Ekiti,All,All,MICS,RMNCH+N,81
Underweight prevalence among under 5 children,2016,Enugu,All,All,MICS,RMNCH+N,29
Underweight prevalence among under 5 children,2016,FCT,All,All,MICS,RMNCH+N,246
Underweight prevalence among under 5 children,2016,Gombe,All,All,MICS,RMNCH+N,50
Underweight prevalence among under 5 children,2016,Imo,All,All,MICS,RMNCH+N,70
Underweight prevalence among under 5 children,2016,Jigawa,All,All,MICS,RMNCH+N,120
Underweight prevalence among under 5 children,2016,Kaduna,All,All,MICS,RMNCH+N,12
Underweight prevalence among under 5 children,2016,Kano,All,All,MICS,RMNCH+N,17
Underweight prevalence among under 5 children,2016,Katsina,All,All,MICS,RMNCH+N,150
Underweight prevalence among under 5 children,2016,Kebbi,All,All,MICS,RMNCH+N,180
Underweight prevalence among under 5 children,2016,Kogi,All,All,MICS,RMNCH+N,237
Underweight prevalence among under 5 children,2016,Kwara,All,All,MICS,RMNCH+N,202
Underweight prevalence among under 5 children,2016,Lagos,All,All,MICS,RMNCH+N,28
Underweight prevalence among under 5 children,2016,Nasarawa,All,All,MICS,RMNCH+N,233
Underweight prevalence among under 5 children,2016,Niger,All,All,MICS,RMNCH+N,42
Underweight prevalence among under 5 children,2016,Ogun,All,All,MICS,RMNCH+N,101
Underweight prevalence among under 5 children,2016,Ondo,All,All,MICS,RMNCH+N,155
Underweight prevalence among under 5 children,2016,Osun,All,All,MICS,RMNCH+N,227
Underweight prevalence among under 5 children,2016,Oyo,All,All,MICS,RMNCH+N,152
Underweight prevalence among under 5 children,2016,Plateau,All,All,MICS,RMNCH+N,99
Underweight prevalence among under 5 children,2016,Rivers,All,All,MICS,RMNCH+N,159
Underweight prevalence among under 5 children,2016,Sokoto,All,All,MICS,RMNCH+N,58
Underweight prevalence among under 5 children,2016,Taraba,All,All,MICS,RMNCH+N,56
